"Nummer","Unternehmen","PLZ","Ort","Konzernmarken","Umsatz","NettoDB","Preisumsetzung","Kundenklasse","Jahr","Prognose","Geo Point","Ortsname","Breitengrad","Längengrad","Quad"
444,"43C6E06557A7BCE8DEF4BEA",26954,"Nordenham",4,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","53.4550873406, 8.48387187303","Nordenham",53.4550873406,8.48387187303,">50,2724/<9,7901"
445,"155C3D2DB0BDCE8BE22F7EEF",3238,"Finsterwalde",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2016,"A","51.5956408346, 13.7246363094","Finsterwalde",51.5956408346,13.7246363094,">50,2724/>9,7901"
447,"B4DC6EF64602E15488A2F27",32805,"Horn-Bad Meinberg",7,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2016,"A","51.8701842627, 8.96895965782","Horn-Bad Meinberg",51.8701842627,8.96895965782,">50,2724/<9,7901"
449,"469F84EC4E85449D6FEDA9",89420,"Höchstädt a.d. Donau",6,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","48.6243399393, 10.5746571855","Höchstädt a.d. Donau",48.6243399393,10.5746571855,"<50,2724/>9,7901"
453,"439AA2FBFE873BE11B715E",37627,"Stadtoldendorf u.a.",6,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2016,"notA","51.8659791807, 9.63187520935","Stadtoldendorf u.a.",51.8659791807,9.63187520935,">50,2724/<9,7901"
465,"45243AAEB665F89F963EE369",67578,"Gimbsheim",10,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","49.7769945901, 8.37970986311","Gimbsheim",49.7769945901,8.37970986311,"<50,2724/<9,7901"
469,"462780EE6DA52559CEF6C67",32457,"Porta Westfalica",4,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","52.2237182187, 8.95203177401","Porta Westfalica",52.2237182187,8.95203177401,">50,2724/<9,7901"
477,"1593CAF8A448BE7A9A0B1F8E",52249,"Eschweiler",5,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","50.8284590219, 6.26987875086","Eschweiler",50.8284590219,6.26987875086,">50,2724/<9,7901"
479,"B413F13AB05CAAA16532D810",49610,"Quakenbrück",3,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"notA","52.6776971224, 7.96815294683","Quakenbrück",52.6776971224,7.96815294683,">50,2724/<9,7901"
484,"E78C4CD27143512235BA6904",86980,"Ingenried",6,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","47.8078734884, 10.7846948827","Ingenried",47.8078734884,10.7846948827,"<50,2724/>9,7901"
485,"15CFCED19B6FCFEF2E521BB9",67149,"Meckenheim",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","49.3972859289, 8.23864162781","Meckenheim",49.3972859289,8.23864162781,"<50,2724/<9,7901"
486,"450FCD50BE97BF337CEE3FF1",84389,"Postmünster",1,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","48.4276481466, 12.8892825258","Postmünster",48.4276481466,12.8892825258,"<50,2724/>9,7901"
487,"B44FF5138F7BDB34D16BDC27",85107,"Baar-Ebenhausen",5,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"A","48.6804719581, 11.4732216753","Baar-Ebenhausen",48.6804719581,11.4732216753,"<50,2724/>9,7901"
488,"E48FF692AA83ABE883D7F86F",87654,"Friesenried",4,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2016,"notA","47.8722200357, 10.5277002471","Friesenried",47.8722200357,10.5277002471,"<50,2724/>9,7901"
490,"400A439330DC9DBD9196EE5E",84359,"Simbach a. Inn",3,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","48.2893046172, 13.0156058797","Simbach a. Inn",48.2893046172,13.0156058797,"<50,2724/>9,7901"
506,"82EE31841039E6EE318E1F",65207,"Wiesbaden",7,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2016,"notA","50.1106486182, 8.31142540152","Wiesbaden",50.1106486182,8.31142540152,"<50,2724/<9,7901"
508,"236EA46422784CFABC7D1",73614,"Schorndorf",7,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.7990033884, 9.52972838802","Schorndorf",48.7990033884,9.52972838802,"<50,2724/<9,7901"
510,"D1C9886EF206BDAD83A52C6C",58099,"Hagen",8,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","51.3971345583, 7.49267522951","Hagen",51.3971345583,7.49267522951,">50,2724/<9,7901"
511,"81098BEFD7FECD71D119824",54558,"Gillenfeld",6,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"notA","50.1195691446, 6.92123885218","Gillenfeld",50.1195691446,6.92123885218,"<50,2724/<9,7901"
512,"7049B3ACE612A9767C9CEBF2",97980,"Bad Mergentheim",7,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"A","49.454745486, 9.77364351313","Bad Mergentheim",49.454745486,9.77364351313,"<50,2724/<9,7901"
513,"2089B02DC3EAD9AA2E20CFBA",91174,"Spalt",3,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"A","49.1763035608, 10.917291073","Spalt",49.1763035608,10.917291073,"<50,2724/>9,7901"
516,"734A9ECCAC8B0B7BD026265",1189,"Dresden",4,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2016,"A","51.0141715216, 13.7015693251","Dresden",51.0141715216,13.7015693251,">50,2724/>9,7901"
520,"D1958C47CD21CC3837FC285B",95709,"Tröstau",9,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"A","50.0277237638, 11.9124941321","Tröstau",50.0277237638,11.9124941321,"<50,2724/>9,7901"
528,"D793B8C498AA147C6CE9689F",97729,"Ramsthal",5,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"A","50.1291825323, 10.0778311764","Ramsthal",50.1291825323,10.0778311764,"<50,2724/>9,7901"
533,"21418CBB949010C55957297D",64293,"Darmstadt",8,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"A","49.8823152133, 8.62896143531","Darmstadt",49.8823152133,8.62896143531,"<50,2724/<9,7901"
534,"D302EB8278F99AD708BD9CF",80997,"München",7,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"A","48.1918788557, 11.48250248","München",48.1918788557,11.48250248,"<50,2724/>9,7901"
539,"86C783FAD50FDC5AFD7BAE27",86759,"Wechingen",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2016,"A","48.8838749801, 10.6216336144","Wechingen",48.8838749801,10.6216336144,"<50,2724/>9,7901"
552,"71398B38924826D12D46B4FB",77767,"Appenweier",7,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.5531556074, 7.9795927186","Appenweier",48.5531556074,7.9795927186,"<50,2724/<9,7901"
553,"21F988B9B7B0560D7FFA90B3",89597,"Munderkingen",5,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"A","48.2254830272, 9.64086595093","Munderkingen",48.2254830272,9.64086595093,"<50,2724/<9,7901"
555,"723A31784988DC1B9B2B2590",30175,"Hannover",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"notA","52.379721742, 9.76663492616","Hannover",52.379721742,9.76663492616,">50,2724/<9,7901"
556,"22FA32F96C70ACC7C9971D8",23719,"Glasau",4,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"A","54.0489243197, 10.5260114317","Glasau",54.0489243197,10.5260114317,">50,2724/>9,7901"
557,"D6BF8479D3D7EA4E896A33A1",91639,"Wolframs-Eschenbach",4,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2016,"A","49.2219869113, 10.7338953082","Wolframs-Eschenbach",49.2219869113,10.7338953082,"<50,2724/>9,7901"
559,"D0E5B4D3B97B439F66267752",22145,"Hamburg",11,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","53.6170118652, 10.2111297618","Hamburg",53.6170118652,10.2111297618,">50,2724/>9,7901"
560,"8025B7529C833343349A531A",97247,"Eisenheim",5,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"A","49.8871623222, 10.1626232382","Eisenheim",49.8871623222,10.1626232382,"<50,2724/>9,7901"
567,"D6E38050ECF09BDB3D333796",65843,"Sulzbach (Taunus)",7,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2016,"notA","50.1308900038, 8.53089739359","Sulzbach (Taunus)",50.1308900038,8.53089739359,"<50,2724/<9,7901"
572,"22D1C5076482EB6B2347DD40",85459,"Berglern",3,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2016,"notA","48.3918814195, 11.9210772726","Berglern",48.3918814195,11.9210772726,"<50,2724/>9,7901"
574,"80524485AB5657A7A2EB7A1",49080,"Osnabrück",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","52.2589166772, 8.03279677038","Osnabrück",52.2589166772,8.03279677038,">50,2724/<9,7901"
577,"D597C9C7E5DA1160A2691",84104,"Rudelzhausen",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","48.587436542, 11.783355919","Rudelzhausen",48.587436542,11.783355919,"<50,2724/>9,7901"
578,"8557CA46251D27F4876B5A1A",91601,"Dombühl",5,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","49.2550417168, 10.297703556","Dombühl",49.2550417168,10.297703556,"<50,2724/>9,7901"
579,"D3CDF96D6A49FEF93A9B3AA1",72270,"Baiersbronn",10,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.5416877433, 8.32529736412","Baiersbronn",48.5416877433,8.32529736412,"<50,2724/<9,7901"
581,"724DC2AF7E5DEA22C5A2FD3F",24326,"Ascheberg",7,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2016,"A","54.1220134125, 10.3378803491","Ascheberg",54.1220134125,10.3378803491,">50,2724/>9,7901"
583,"800E40AC947174EFDE4A8F82",24867,"Dannewerk",6,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2016,"notA","54.4765103988, 9.49264869098","Dannewerk",54.4765103988,9.49264869098,">50,2724/<9,7901"
584,"714E78EFA59D10E873CF6C54",6308,"Klostermansfeld, Benndorf",7,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2016,"A","51.5786968893, 11.4896736867","Klostermansfeld, Benndorf",51.5786968893,11.4896736867,">50,2724/>9,7901"
587,"850BCE6F1A3A566133325E2D",89604,"Allmendingen",2,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"notA","48.3147746873, 9.7912835316","Allmendingen",48.3147746873,9.7912835316,"<50,2724/<9,7901"
588,"DE71AB6FC0A41840412FD41",60489,"Frankfurt am Main",6,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"A","50.1256476049, 8.60510946872","Frankfurt am Main",50.1256476049,8.60510946872,"<50,2724/<9,7901"
591,"2F31932CF1487C47ECAAEE97",90482,"Nürnberg",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"A","49.4638764189, 11.1487591712","Nürnberg",49.4638764189,11.1487591712,"<50,2724/>9,7901"
592,"DD72112F1B64E28AF7429C2A",66538,"Neunkirchen",3,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","49.3401389306, 7.18196518244","Neunkirchen",49.3401389306,7.18196518244,"<50,2724/<9,7901"
593,"8DB212AE3E9C9256A5FEB862",74379,"Ingersheim",8,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.9678275025, 9.18376388889","Ingersheim",48.9678275025,9.18376388889,"<50,2724/<9,7901"
594,"7CF22AEDF7061A92F7855D6",6556,"Artern/Unstrut u.a.",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"A","51.3622850019, 11.2890094491","Artern/Unstrut u.a.",51.3622850019,11.2890094491,">50,2724/>9,7901"
596,"D8779FEC952FC0041A3A4D85",2956,"Rietschen",5,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","51.4098152545, 14.8023301118","Rietschen",51.4098152545,14.8023301118,">50,2724/>9,7901"
597,"88B79C6DB0D7B0D8488669CD",95701,"Pechbrunn",4,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","49.969269895, 12.1701845453","Pechbrunn",49.969269895,12.1701845453,"<50,2724/>9,7901"
598,"DE2DAF46FF8369D5F576976",61352,"Bad Homburg v.d. Höhe",7,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2016,"notA","50.2211024173, 8.65838691065","Bad Homburg v.d. Höhe",50.2211024173,8.65838691065,"<50,2724/<9,7901"
602,"DD2E15062443931F431B981D",4643,"Geithain",1,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","51.0568350909, 12.6851018134","Geithain",51.0568350909,12.6851018134,">50,2724/>9,7901"
609,"8E09ACECC67C2E54353E90C7",74399,"Walheim",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","49.0142528188, 9.13812041157","Walheim",49.0142528188,9.13812041157,"<50,2724/<9,7901"
614,"7C4A2EEF2C50B0992ED6E27A",66333,"Völklingen",6,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"notA","49.2203961946, 6.80256854397","Völklingen",49.2203961946,6.80256854397,"<50,2724/<9,7901"
622,"DD961104763816E59CD4F8D",37647,"Brevörde, Polle, Vahlbruch",3,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","51.9033920621, 9.38979606457","Brevörde, Polle, Vahlbruch",51.9033920621,9.38979606457,">50,2724/<9,7901"
624,"7C162AC61377C10C9A8FE64D",99718,"Greußen Clingen Großenehrich",3,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"notA","51.2617157946, 10.9200495636","Greußen Clingen Großenehrich",51.2617157946,10.9200495636,">50,2724/>9,7901"
638,"DF5D97D28BD9E672A4AC567F",76532,"Baden-Baden",3,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"A","48.800519504, 8.20157254685","Baden-Baden",48.800519504,8.20157254685,"<50,2724/<9,7901"
639,"8F9D9453AE2196AEF6107237",84107,"Weihmichl",3,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.6191932363, 12.020820284","Weihmichl",48.6191932363,12.020820284,"<50,2724/>9,7901"
640,"7EDDAC109FCDF2A95B9591E1",51503,"Rösrath",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"notA","50.9061723232, 7.18382136453","Rösrath",50.9061723232,7.18382136453,">50,2724/<9,7901"
641,"2E1DAF91BA358275929B3BB",98554,"Benshausen",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","50.6417362867, 10.5999548458","Benshausen",50.6417362867,10.5999548458,">50,2724/>9,7901"
648,"DFB997F997DED12F3658EB86",26169,"Friesoythe",4,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","53.0075724046, 7.84368216778","Friesoythe",53.0075724046,7.84368216778,">50,2724/<9,7901"
650,"7E39AC3B83CAC5F4C9612C18",72813,"St. Johann",10,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2016,"A","48.4519261764, 9.35457695819","St. Johann",48.4519261764,9.35457695819,"<50,2724/<9,7901"
651,"2EF9AFBAA632B5289BDD850",78607,"Talheim",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","48.0131119457, 8.6657502387","Talheim",48.0131119457,8.6657502387,"<50,2724/<9,7901"
653,"8C7A2E3869E65B39D2895EA5",67059,"Ludwigshafen am Rhein",6,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2016,"notA","49.4793721371, 8.42924523366","Ludwigshafen am Rhein",49.4793721371,8.42924523366,"<50,2724/<9,7901"
656,"D9BFA37AC25596B7EBBB38",19395,"Plau am See",5,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","53.442879415, 12.2442446513","Plau am See",53.442879415,12.2442446513,">50,2724/>9,7901"
665,"D9E3A753FD7278FED914AF75",71155,"Altdorf",7,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","48.6083533832, 9.00256883463","Altdorf",48.6083533832,9.00256883463,"<50,2724/<9,7901"
668,"8C51D9C661141C953859823D",46397,"Bocholt",4,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"A","51.8688239144, 6.6631943291","Bocholt",51.8688239144,6.6631943291,">50,2724/<9,7901"
675,"DA97EEC41167B40D31F0E6B1",31162,"Bad Salzdetfurth",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","52.0723589076, 10.0244188507","Bad Salzdetfurth",52.0723589076,10.0244188507,">50,2724/>9,7901"
677,"DCCDDE6E7BCB1DDCDEBCA242",82398,"Polling",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"A","47.8116270642, 11.1305330829","Polling",47.8116270642,11.1305330829,"<50,2724/>9,7901"
678,"8C0DDDEF5E336D008C00860A",29369,"Ummern",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"A","52.5870648038, 10.4427422427","Ummern",52.5870648038,10.4427422427,">50,2724/>9,7901"
682,"8F0E67AF85F397CA3A6D1761",86980,"Ingenried",2,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2016,"A","47.8078734884, 10.7846948827","Ingenried",47.8078734884,10.7846948827,"<50,2724/>9,7901"
684,"2E8E5C6D91E78311C554D0FF",52249,"Eschweiler",4,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","50.8284590219, 6.26987875086","Eschweiler",50.8284590219,6.26987875086,">50,2724/<9,7901"
685,"DACBEAED2E40C59885A9E286",90403,"Nürnberg",5,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","49.4551582413, 11.0793222195","Nürnberg",49.4551582413,11.0793222195,"<50,2724/>9,7901"
698,"4BEC213BF09DD2D556E393E",84152,"Mengkofen",3,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.7249562904, 12.4294037589","Mengkofen",48.7249562904,12.4294037589,"<50,2724/>9,7901"
700,"EA6C1AF9E489C60EFA575AD3",25379,"Herzhorn, Kamerlanderdeich",4,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"A","53.7751268918, 9.50568613188","Herzhorn, Kamerlanderdeich",53.7751268918,9.50568613188,">50,2724/<9,7901"
704,"E96FA0B93F493CC44C3ACBB8",56823,"Büchel",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","50.1798259271, 7.0834658215","Büchel",50.1798259271,7.0834658215,"<50,2724/<9,7901"
706,"4DEA15B8A516A916D36A190",23823,"Seedorf",4,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"A","54.0480851114, 10.4206948018","Seedorf",54.0480851114,10.4206948018,">50,2724/>9,7901"
707,"1BC82291C9629554C5264FC",12357,"Berlin Rudow",3,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"notA","52.4293043514, 13.4905249539","Berlin Rudow",52.4293043514,13.4905249539,">50,2724/>9,7901"
710,"EA881AD2F88EF15368A3E72A",25712,"Burg (Dithmarschen)",5,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","53.9963937621, 9.2328188828","Burg (Dithmarschen)",53.9963937621,9.2328188828,">50,2724/<9,7901"
712,"480B9B50375A1F4221F7B1DF",56428,"Dernbach (Westerwald)",7,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2016,"A","50.4495111052, 7.77518649033","Dernbach (Westerwald)",50.4495111052,7.77518649033,">50,2724/<9,7901"
722,"48579F7987D98EB65C4E9CC",92272,"Freudenberg",5,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","49.4685187732, 11.9690604032","Freudenberg",49.4685187732,11.9690604032,"<50,2724/>9,7901"
727,"1A001E079E185C3BB251E23B",31707,"Heeßen, Bad Eilsen",7,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"A","52.2374013226, 9.10249911671","Heeßen, Bad Eilsen",52.2374013226,9.10249911671,">50,2724/<9,7901"
734,"E8439C047434C2F6A9B99086",39106,"Magdeburg",7,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"A","52.1448066262, 11.6497398","Magdeburg",52.1448066262,11.6497398,">50,2724/>9,7901"
746,"1AB81A05BD381AF394FC5BF5",25856,"Hattstedt u.a.",7,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"A","54.5416661698, 9.00482611955","Hattstedt u.a.",54.5416661698,9.00482611955,">50,2724/<9,7901"
747,"BB3821C7A92CE282006FF10",88167,"Röthenbach (Allgäu)",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","47.6252942033, 10.0085469542","Röthenbach (Allgäu)",47.6252942033,10.0085469542,"<50,2724/>9,7901"
749,"19BBA04566F8E0392291CA9E",56472,"Nisterau u.a.",4,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","50.6231380273, 7.92965641748","Nisterau u.a.",50.6231380273,7.92965641748,">50,2724/<9,7901"
753,"1CBE2E86E8B3C2B7CFE91B31",17424,"Ostseebad Heringsdorf",6,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","53.9421190927, 14.1419998471","Ostseebad Heringsdorf",53.9421190927,14.1419998471,">50,2724/>9,7901"
755,"1AE41E2C821F6B6620A55FC2",7751,"Jena, Bucha, Großpürschütz u.a.",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","50.9273431469, 11.5202426432","Jena, Bucha, Großpürschütz u.a.",50.9273431469,11.5202426432,">50,2724/>9,7901"
756,"4A241DADA7E71BBA72197B8A",73568,"Durlangen, Weggen-Ziegelhütte, Leinhäusle",3,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2016,"A","48.8573810343, 9.79013613369","Durlangen, Weggen-Ziegelhütte, Leinhäusle",48.8573810343,9.79013613369,"<50,2724/<9,7901"
757,"BB6425EE960B7FBDDF9C985C",34626,"Neukirchen (Knüll)",4,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2016,"A","50.876850645, 9.36103372909","Neukirchen (Knüll)",50.876850645,9.36103372909,">50,2724/<9,7901"
761,"B8679FAE4DCB857769F1937",58285,"Gevelsberg",2,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","51.3335461152, 7.3401890916","Gevelsberg",51.3335461152,7.3401890916,">50,2724/<9,7901"
772,"EBD3D5B884263958D3A964BB",23749,"Grube",4,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","54.2428518083, 11.0438017648","Grube",54.2428518083,11.0438017648,">50,2724/>9,7901"
774,"4F5660B91E79F0DDD7CE9E2",86441,"Zusmarshausen",8,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2016,"A","48.4060997439, 10.5963372628","Zusmarshausen",48.4060997439,10.5963372628,"<50,2724/>9,7901"
781,"BB4FD2109EF93811354C44C4",71554,"Weissach im Tal",4,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"A","48.9216519622, 9.49612303821","Weissach im Tal",48.9216519622,9.49612303821,"<50,2724/<9,7901"
788,"D93055DFEE7F1FE19AC17843",86465,"Welden",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"A","48.4538341641, 10.6535035038","Welden",48.4538341641,10.6535035038,"<50,2724/>9,7901"
789,"2B73D7DC45395A15A5EA7B8",91747,"Westheim",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"notA","49.0023898561, 10.6783052709","Westheim",49.0023898561,10.6783052709,"<50,2724/>9,7901"
795,"282C69B5E0B4A7381342775",72364,"Obernheim",5,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"notA","48.1634376155, 8.85347967852","Obernheim",48.1634376155,8.85347967852,"<50,2724/<9,7901"
800,"7BEFD0741E8C806567CC2A81",82387,"Antdorf",4,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2016,"A","47.7566719509, 11.2999313513","Antdorf",47.7566719509,11.2999313513,"<50,2724/>9,7901"
801,"8AAFE8372F60E462CA49C957",59759,"Arnsberg",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"A","51.4324561361, 8.00866518253","Arnsberg",51.4324561361,8.00866518253,">50,2724/<9,7901"
805,"28C8699EFCB33D2E11E9225B",26835,"Hesel, Neukamperfehn u.a.",2,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2016,"notA","53.3047377848, 7.60695168305","Hesel, Neukamperfehn u.a.",53.3047377848,7.60695168305,">50,2724/<9,7901"
806,"78086A1FD94B4DF24355613",97422,"Schweinfurt",2,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2016,"A","50.0674418179, 10.2422820223","Schweinfurt",50.0674418179,10.2422820223,"<50,2724/>9,7901"
813,"2ECE5D1DA938E56A4AFC629F",93161,"Sinzing",3,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"notA","48.9847598742, 11.9794359268","Sinzing",48.9847598742,11.9794359268,"<50,2724/>9,7901"
